# Energy / meV, Intensity
0.6177325581395348, 5.256410256410257
0.8720930232558142, 3.8461538461538467
1.1264534883720931, 2.641025641025642
1.380813953488372, 1.6410256410256414
1.635174418604651, 3.282051282051283
1.9258720930232558, 3.0256410256410264
2.1438953488372094, 2.3076923076923084
2.361918604651163, 2.2307692307692317
2.6162790697674425, 2.1794871794871806
2.906976744186047, 2.051282051282052
3.1250000000000004, 2.000000000000001
3.4156976744186056, 2.0256410256410264
3.6700581395348837, 2.0256410256410264
3.8880813953488373, 2.051282051282052
4.142441860465116, 2.0256410256410264
4.396802325581396, 2.038461538461539
4.632994186046512, 1.76923076923077
4.905523255813954, 1.6410256410256414
5.123546511627907, 1.5769230769230775
5.377906976744185, 1.5641025641025648
5.632267441860465, 1.3461538461538476
5.886627906976745, 1.3974358974358978
6.140988372093023, 1.333333333333334
6.395348837209303, 1.333333333333334
6.649709302325581, 1.2564102564102573
6.904069767441859, 1.3076923076923084
7.122093023255815, 1.1794871794871797
7.376453488372093, 1.2051282051282053
7.6308139534883725, 1.0769230769230775
7.885174418604651, 1.1794871794871797
8.13953488372093, 1.2564102564102573
8.375726744186046, 1.5641025641025648
8.648255813953488, 2.743589743589744
8.902616279069768, 3.1282051282051286
9.156976744186046, 2.512820512820513
9.375, 1.7948717948717956
9.62936046511628, 1.8461538461538467
9.883720930232558, 1.8461538461538467
10.138081395348838, 1.76923076923077
10.392441860465118, 1.3076923076923084
10.646802325581394, 1.1538461538461542
10.901162790697674, 1.4102564102564106
11.155523255813954, 1.6410256410256414
11.373546511627907, 1.8461538461538467
11.664244186046512, 1.7948717948717956
11.918604651162791, 1.4615384615384617
12.17296511627907, 1.1538461538461542
12.390988372093023, 1.4871794871794872
12.681686046511627, 1.8461538461538467
12.899709302325581, 1.9230769230769242
13.154069767441861, 1.5897435897435903
13.372093023255815, 1.5897435897435903
13.626453488372094, 1.4102564102564106
13.88081395348837, 1.1794871794871797
14.171511627906977, 1.1538461538461542
14.38953488372093, 1.1538461538461542
14.64389534883721, 1.1794871794871797
14.861918604651164, 1.3076923076923084
15.152616279069766, 1.1794871794871797
15.406976744186048, 1.2564102564102573
15.661337209302323, 1.1794871794871797
15.915697674418604, 1.0256410256410264
16.133720930232563, 1.102564102564103
16.388081395348838, 1.2051282051282053
16.678779069767444, 1.2820512820512828
16.86046511627907, 1.2307692307692317
17.11482558139535, 1.2564102564102573
17.36918604651163, 1.5128205128205137
17.65988372093023, 1.4615384615384617
17.95058139534884, 1.4102564102564106
18.13226744186047, 1.2820512820512828
18.386627906976745, 1.2307692307692317
18.640988372093023, 1.0000000000000009
18.895348837209305, 1.0256410256410264
19.149709302325583, 1.0769230769230775
19.404069767441865, 0.9743589743589753
19.65843023255814, 0.717948717948719
19.91279069767442, 1.051282051282052
20.1671511627907, 0.9743589743589753
20.385174418604652, 0.8717948717948723
20.63953488372093, 0.8717948717948723
20.893895348837212, 0.76923076923077
21.14825581395349, 0.9487179487179498
21.402616279069772, 0.717948717948719
21.620639534883725, 0.7435897435897445
21.875000000000004, 0.7948717948717956
22.129360465116278, 0.6923076923076934
22.420058139534888, 0.9230769230769242
22.674418604651166, 0.8205128205128212
22.89244186046512, 0.7435897435897445
23.146802325581397, 0.717948717948719
23.437500000000004, 0.6666666666666679
23.655523255813954, 0.8717948717948723
23.87354651162791, 0.6666666666666679
24.164244186046513, 0.6666666666666679
24.382267441860467, 0.7948717948717956
24.636627906976745, 0.8717948717948723
24.890988372093027, 0.76923076923077
25.145348837209305, 0.6153846153846159
25.399709302325586, 0.9230769230769242
25.65406976744186, 0.7435897435897445
25.908430232558143, 0.8205128205128212
26.126453488372093, 0.8717948717948723
26.380813953488374, 0.717948717948719
26.67151162790698, 0.76923076923077
26.889534883720934, 0.9743589743589753
27.107558139534884, 1.6153846153846159
27.361918604651166, 1.6923076923076925
27.670784883720934, 1.102564102564103
27.90697674418605, 0.8333333333333339
28.197674418604656, 0.8205128205128212
28.379360465116278, 0.6410256410256414
28.670058139534888, 1.051282051282052
28.924418604651162, 1.1282051282051286
29.14244186046512, 1.2564102564102573
29.3968023255814, 1.6153846153846159
29.651162790697676, 1.666666666666667
29.905523255813954, 1.0769230769230775
30.159883720930235, 1.0256410256410264
30.37790697674419, 0.7435897435897445
30.632267441860467, 0.8461538461538467
30.886627906976745, 0.717948717948719
31.140988372093023, 0.717948717948719
31.359011627906984, 0.8205128205128212
31.613372093023255, 0.7948717948717956
31.904069767441865, 1.0769230769230775
32.122093023255815, 1.1282051282051295
32.37645348837209, 1.1538461538461542
32.63081395348838, 1.0256410256410264
32.88517441860465, 0.8717948717948723
33.17587209302325, 0.4871794871794881
33.43023255813954, 0.4871794871794881
33.64825581395348, 0.6410256410256414
33.90261627906977, 0.7435897435897445
34.156976744186046, 0.8717948717948723
34.411337209302324, 0.6153846153846159
34.62936046511628, 0.9230769230769242
34.92005813953488, 0.8974358974358987
35.138081395348834, 1.0000000000000009
35.39244186046511, 1.333333333333334
35.6468023255814, 1.5128205128205137
35.901162790697676, 2.1794871794871806
36.11918604651163, 2.4358974358974366
36.40988372093023, 2.3076923076923084
36.66424418604651, 1.2564102564102573
36.88226744186046, 0.76923076923077
37.13662790697674, 0.7435897435897445
37.354651162790695, 0.4871794871794881
37.68168604651163, 0.4871794871794881
37.89970930232558, 0.5128205128205137
38.15406976744186, 0.6153846153846159
38.40843023255814, 0.6153846153846159
38.66279069767442, 0.8461538461538467
38.917151162790695, 0.6153846153846159
39.17151162790698, 0.5897435897435903
39.42587209302326, 0.3589743589743595
39.68023255813953, 0.5384615384615392
39.934593023255815, 0.3076923076923084
40.15261627906977, 0.2820512820512828
40.406976744186046, 0.4102564102564106
40.625, 0.5384615384615392
40.897529069767444, 0.717948717948719
41.15188953488372, 0.6794871794871797
41.40625, 0.6153846153846159
41.624273255813954, 0.7692307692307709
41.87863372093023, 0.717948717948719
42.151162790697676, 0.6923076923076934
42.405523255813954, 0.6153846153846168
42.65988372093023, 0.6538461538461542
42.91424418604651, 0.717948717948719
43.168604651162795, 0.6666666666666679
43.40479651162791, 0.7307692307692317
43.659156976744185, 0.8974358974358987
43.895348837209305, 0.9230769230769234
44.13154069767441, 0.8076923076923075
44.40406976744186, 0.7307692307692317
44.65843023255814, 0.7564102564102573
44.91279069767442, 0.6538461538461542
45.14898255813954, 0.7051282051282053
45.385174418604656, 0.76923076923077
45.63953488372093, 0.76923076923077
45.91206395348837, 0.6410256410256414
46.184593023255815, 0.6794871794871806
46.40261627906976, 0.8205128205128212
46.656976744186046, 0.5384615384615392
46.875, 0.7435897435897445
47.16569767441861, 0.4871794871794881
47.383720930232556, 0.5000000000000009
47.63808139534884, 0.6923076923076934
47.928779069767444, 0.8205128205128212
48.1468023255814, 0.5384615384615392
48.4375, 0.717948717948719
48.61918604651163, 0.6666666666666679
48.90988372093023, 0.6025641025641031
49.16424418604651, 0.6410256410256414
49.418604651162795, 0.6923076923076934
49.67296511627907, 0.717948717948719
49.927325581395344, 0.6923076923076934
